locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFFIBJOL_02012	CDS	1017				IS1182 family transposase ISSdi1
HFFIBJOL_02013	CDS	726				IS1182 family transposase ISSdi1
HFFIBJOL_02014	CDS	270				hypothetical protein
HFFIBJOL_02015	CDS	264				hypothetical protein
HFFIBJOL_02016	CDS	1089	ychF		COG0012	Ribosome-binding ATPase YchF
HFFIBJOL_02017	CDS	831				hypothetical protein
HFFIBJOL_02018	CDS	873	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
HFFIBJOL_02019	CDS	1044	ispH2_2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
HFFIBJOL_02020	CDS	1503	puuP_1		COG0531	Putrescine importer PuuP
HFFIBJOL_02021	CDS	1236	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
HFFIBJOL_02022	CDS	282	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
HFFIBJOL_02023	CDS	594	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
HFFIBJOL_02024	CDS	537				hypothetical protein
HFFIBJOL_02025	CDS	1032	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
HFFIBJOL_02026	CDS	360	whiB_3			Transcriptional regulator WhiB
HFFIBJOL_02027	CDS	777				hypothetical protein
HFFIBJOL_02028	CDS	1671	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
HFFIBJOL_02029	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
HFFIBJOL_02030	CDS	714				hypothetical protein
HFFIBJOL_02031	CDS	684	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HFFIBJOL_02032	CDS	1353				hypothetical protein
HFFIBJOL_02033	CDS	681				hypothetical protein
HFFIBJOL_02034	CDS	1464	katA_2	1.11.1.6	COG0753	Catalase
HFFIBJOL_02035	CDS	2250	ponA1_1		COG0744	Penicillin-binding protein 1A
HFFIBJOL_02036	CDS	981				hypothetical protein
HFFIBJOL_02037	CDS	339				hypothetical protein
HFFIBJOL_02038	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HFFIBJOL_02039	CDS	2418				hypothetical protein
HFFIBJOL_02040	CDS	525				hypothetical protein
HFFIBJOL_02041	CDS	690	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HFFIBJOL_02042	CDS	2448				hypothetical protein
HFFIBJOL_02043	CDS	2379				hypothetical protein
HFFIBJOL_02044	CDS	957	oxyR_4			putative hydrogen peroxide-inducible genes activator
HFFIBJOL_02045	CDS	342				hypothetical protein
HFFIBJOL_02046	CDS	555		1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
HFFIBJOL_02047	CDS	534	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
HFFIBJOL_02048	CDS	1728				hypothetical protein
HFFIBJOL_02049	CDS	1413				hypothetical protein
HFFIBJOL_02050	CDS	732				hypothetical protein
HFFIBJOL_02051	CDS	1323				hypothetical protein
HFFIBJOL_02052	CDS	798		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
HFFIBJOL_02053	CDS	1038	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
HFFIBJOL_02054	CDS	552				hypothetical protein
HFFIBJOL_02055	CDS	573				hypothetical protein
HFFIBJOL_02056	CDS	456				hypothetical protein
HFFIBJOL_02057	CDS	189				hypothetical protein
HFFIBJOL_02058	CDS	318				hypothetical protein
HFFIBJOL_02059	CDS	450				hypothetical protein
HFFIBJOL_02060	CDS	1248	ydhP_1		COG2814	Inner membrane transport protein YdhP
HFFIBJOL_02061	CDS	582	comR_2			HTH-type transcriptional repressor ComR
HFFIBJOL_02062	CDS	630	pal			Peptidoglycan-associated lipoprotein
HFFIBJOL_02063	CDS	576				hypothetical protein
HFFIBJOL_02064	CDS	657				hypothetical protein
HFFIBJOL_02065	CDS	207				hypothetical protein
HFFIBJOL_02066	CDS	903				hypothetical protein
HFFIBJOL_02067	CDS	945				hypothetical protein
HFFIBJOL_02068	CDS	1338				hypothetical protein
HFFIBJOL_02069	CDS	426				hypothetical protein
HFFIBJOL_02070	CDS	387				hypothetical protein
HFFIBJOL_02071	CDS	1347				Iron-sulfur cluster carrier protein
HFFIBJOL_02072	CDS	723				hypothetical protein
HFFIBJOL_02073	CDS	1017				hypothetical protein
HFFIBJOL_02074	CDS	1089				hypothetical protein
HFFIBJOL_02075	CDS	912				hypothetical protein
HFFIBJOL_02076	CDS	1359	scpD	3.4.17.18	COG2866	Zinc carboxypeptidase
HFFIBJOL_02077	CDS	528				hypothetical protein
HFFIBJOL_02078	CDS	651				hypothetical protein
HFFIBJOL_02079	CDS	567				hypothetical protein
HFFIBJOL_02080	CDS	756				hypothetical protein
HFFIBJOL_02081	CDS	420				hypothetical protein
HFFIBJOL_02082	CDS	1233	ygbN		COG2610	Inner membrane permease YgbN
HFFIBJOL_02083	CDS	621				hypothetical protein
HFFIBJOL_02084	CDS	1893				hypothetical protein
HFFIBJOL_02085	CDS	1212	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
HFFIBJOL_02086	CDS	417				hypothetical protein
HFFIBJOL_02087	CDS	1824	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
HFFIBJOL_02088	CDS	738				hypothetical protein
HFFIBJOL_02089	CDS	276				hypothetical protein
HFFIBJOL_02090	CDS	633	fadR_1			Fatty acid metabolism regulator protein
HFFIBJOL_02091	CDS	471				hypothetical protein
HFFIBJOL_02092	CDS	1026	yfmJ_2	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
HFFIBJOL_02093	CDS	2037				hypothetical protein
HFFIBJOL_02094	CDS	567				hypothetical protein
HFFIBJOL_02095	CDS	3285				hypothetical protein
HFFIBJOL_02096	CDS	273				hypothetical protein
HFFIBJOL_02097	CDS	873	mca_2	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
HFFIBJOL_02098	CDS	411				hypothetical protein
HFFIBJOL_02099	CDS	498	greA		COG0782	Transcription elongation factor GreA
HFFIBJOL_02100	CDS	861	drrB_2			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
HFFIBJOL_02101	CDS	1059	drrA_3	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
HFFIBJOL_02102	CDS	1218	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
HFFIBJOL_02103	CDS	501				hypothetical protein
HFFIBJOL_02104	CDS	588				hypothetical protein
HFFIBJOL_02105	CDS	252				hypothetical protein
HFFIBJOL_02106	CDS	1161	metB_2	2.5.1.48	COG0626	Cystathionine gamma-synthase
HFFIBJOL_02107	CDS	1107				hypothetical protein
HFFIBJOL_02108	CDS	669	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HFFIBJOL_02109	CDS	306				hypothetical protein
HFFIBJOL_02110	CDS	726				hypothetical protein
HFFIBJOL_02111	CDS	1455	yfeW_1	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
HFFIBJOL_02112	CDS	417				hypothetical protein
HFFIBJOL_02113	CDS	435				hypothetical protein
HFFIBJOL_02114	CDS	1323	dap_1	3.4.11.19		D-aminopeptidase
HFFIBJOL_02115	CDS	1272				hypothetical protein
HFFIBJOL_02116	CDS	1245	ldtB_3	2.3.2.-	COG1376	L,D-transpeptidase 2
HFFIBJOL_02117	CDS	399				hypothetical protein
HFFIBJOL_02118	CDS	330				hypothetical protein
HFFIBJOL_02119	CDS	1545	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
HFFIBJOL_02120	CDS	1143				hypothetical protein
HFFIBJOL_02121	CDS	795	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
HFFIBJOL_02122	CDS	1263				hypothetical protein
HFFIBJOL_02123	CDS	891	birA	6.3.4.15		Bifunctional ligase/repressor BirA
HFFIBJOL_02124	CDS	1590	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
HFFIBJOL_02125	CDS	216				hypothetical protein
HFFIBJOL_02126	CDS	132				hypothetical protein
HFFIBJOL_02127	CDS	1470	pbpA_2		COG0768	Penicillin-binding protein A
HFFIBJOL_02128	CDS	630		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
HFFIBJOL_02129	CDS	2850				hypothetical protein
HFFIBJOL_02130	CDS	741				hypothetical protein
HFFIBJOL_02131	CDS	288				hypothetical protein
HFFIBJOL_02132	CDS	210				hypothetical protein
HFFIBJOL_02133	CDS	732	xynR_1		COG1414	HTH-type transcriptional regulator XynR
HFFIBJOL_02134	CDS	837	ycbX_1		COG0633	putative protein YcbX
HFFIBJOL_02135	CDS	450				hypothetical protein
HFFIBJOL_02136	CDS	1770	carB_2			Carbamoyl-phosphate synthase large chain
HFFIBJOL_02137	CDS	849	azoB_2	1.7.-.-		NAD(P)H azoreductase
HFFIBJOL_02138	CDS	1182				hypothetical protein
HFFIBJOL_02139	CDS	594				hypothetical protein
HFFIBJOL_02140	CDS	945	ulaR			HTH-type transcriptional regulator UlaR
HFFIBJOL_02141	CDS	1515	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
HFFIBJOL_02142	CDS	438				hypothetical protein
HFFIBJOL_02143	CDS	822	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
HFFIBJOL_02144	CDS	1674		5.4.2.8	COG1109	putative phosphomannomutase
HFFIBJOL_02145	CDS	1233				hypothetical protein
HFFIBJOL_02146	CDS	630				hypothetical protein
HFFIBJOL_02147	CDS	651				hypothetical protein
HFFIBJOL_02148	CDS	1104				hypothetical protein
HFFIBJOL_02149	CDS	972				hypothetical protein
HFFIBJOL_02150	CDS	996	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
HFFIBJOL_02151	CDS	1431	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
HFFIBJOL_02152	CDS	867	tgnC	1.2.1.-	COG1012	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase
HFFIBJOL_02153	CDS	399				hypothetical protein
HFFIBJOL_02154	CDS	666				hypothetical protein
HFFIBJOL_02155	CDS	798				hypothetical protein
HFFIBJOL_02156	CDS	687	afsQ1_1			Transcriptional regulatory protein AfsQ1
HFFIBJOL_02157	CDS	1965	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
HFFIBJOL_02158	CDS	666				hypothetical protein
HFFIBJOL_02159	CDS	513				hypothetical protein
HFFIBJOL_02160	CDS	207				hypothetical protein
HFFIBJOL_02161	CDS	282				hypothetical protein
HFFIBJOL_02162	CDS	588	add_1	3.5.4.4		Adenosine deaminase
HFFIBJOL_02163	CDS	744				hypothetical protein
HFFIBJOL_02164	CDS	1626				hypothetical protein
HFFIBJOL_02165	CDS	603				hypothetical protein
HFFIBJOL_02166	CDS	381	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
HFFIBJOL_02167	CDS	471				hypothetical protein
HFFIBJOL_02168	CDS	1755	sdhA_2	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
HFFIBJOL_02169	CDS	774	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
HFFIBJOL_02170	CDS	873				hypothetical protein
HFFIBJOL_02171	CDS	462				hypothetical protein
HFFIBJOL_02172	CDS	867	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
HFFIBJOL_02173	CDS	858				hypothetical protein
HFFIBJOL_02174	CDS	504				hypothetical protein
HFFIBJOL_02175	CDS	1179				hypothetical protein
HFFIBJOL_02176	CDS	1503				hypothetical protein
HFFIBJOL_02177	CDS	312				hypothetical protein
HFFIBJOL_02178	CDS	258				hypothetical protein
HFFIBJOL_02179	CDS	1371				hypothetical protein
HFFIBJOL_02180	CDS	990	yhjD		COG1295	Inner membrane protein YhjD
HFFIBJOL_02181	CDS	978		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
HFFIBJOL_02182	CDS	555				hypothetical protein
HFFIBJOL_02183	CDS	1371	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
HFFIBJOL_02184	CDS	756	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
HFFIBJOL_02185	CDS	582	thpR_2	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
HFFIBJOL_02186	CDS	1023	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
HFFIBJOL_02187	CDS	1365	ncsB3_2	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
HFFIBJOL_02188	CDS	1278	glyA_2	2.1.2.1		Serine hydroxymethyltransferase
HFFIBJOL_02189	CDS	1215	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
HFFIBJOL_02190	CDS	1194	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
HFFIBJOL_02191	CDS	390				hypothetical protein
HFFIBJOL_02192	CDS	906				hypothetical protein
HFFIBJOL_02193	CDS	1428	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
HFFIBJOL_02194	CDS	477				hypothetical protein
HFFIBJOL_02195	CDS	465				hypothetical protein
HFFIBJOL_02196	CDS	786			COG2513	putative protein
HFFIBJOL_02197	CDS	744				hypothetical protein
HFFIBJOL_02198	CDS	642				hypothetical protein
HFFIBJOL_02199	CDS	801				hypothetical protein
HFFIBJOL_02200	CDS	477				hypothetical protein
HFFIBJOL_02201	CDS	1440	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
HFFIBJOL_02202	CDS	252				hypothetical protein
HFFIBJOL_02203	CDS	294				hypothetical protein
HFFIBJOL_02204	CDS	201				hypothetical protein
HFFIBJOL_02205	CDS	1170				hypothetical protein
HFFIBJOL_02206	CDS	687	liaR_3		COG2197	Transcriptional regulatory protein LiaR
HFFIBJOL_02207	CDS	486				hypothetical protein
HFFIBJOL_02208	CDS	537				hypothetical protein
HFFIBJOL_02209	CDS	1662				hypothetical protein
HFFIBJOL_02210	CDS	987				hypothetical protein
HFFIBJOL_02211	CDS	1992				hypothetical protein
HFFIBJOL_02212	CDS	261				hypothetical protein
HFFIBJOL_02213	CDS	1122	opuAA_1	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
HFFIBJOL_02214	CDS	1545	codA	1.1.3.17		Choline oxidase
HFFIBJOL_02215	CDS	1509	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
HFFIBJOL_02216	CDS	231				hypothetical protein
HFFIBJOL_02217	CDS	1041			COG3039	IS5 family transposase IS4811
HFFIBJOL_02218	CDS	501				hypothetical protein
HFFIBJOL_02219	CDS	543				hypothetical protein
HFFIBJOL_02220	CDS	246				hypothetical protein
HFFIBJOL_02221	CDS	510				hypothetical protein
HFFIBJOL_02222	CDS	954				hypothetical protein
HFFIBJOL_02223	CDS	378				hypothetical protein
HFFIBJOL_02224	CDS	1905				hypothetical protein
HFFIBJOL_02225	CDS	990	mdh	1.1.1.37	COG0039	Malate dehydrogenase
HFFIBJOL_02226	CDS	1422				hypothetical protein
HFFIBJOL_02227	CDS	882				hypothetical protein
HFFIBJOL_02228	CDS	768				hypothetical protein
HFFIBJOL_02229	CDS	411				hypothetical protein
HFFIBJOL_02230	CDS	1221	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HFFIBJOL_02231	CDS	429				hypothetical protein
HFFIBJOL_02232	CDS	855	folD		COG0190	Bifunctional protein FolD protein
HFFIBJOL_02233	CDS	789				hypothetical protein
HFFIBJOL_02234	CDS	570				hypothetical protein
HFFIBJOL_02235	CDS	1584	purH		COG0138	Bifunctional purine biosynthesis protein PurH
HFFIBJOL_02236	CDS	783	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
HFFIBJOL_02237	CDS	1050				hypothetical protein
HFFIBJOL_02238	CDS	1956				hypothetical protein
HFFIBJOL_02239	CDS	873				hypothetical protein
HFFIBJOL_02240	CDS	885	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
HFFIBJOL_02241	CDS	1182	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
HFFIBJOL_02242	CDS	807				hypothetical protein
HFFIBJOL_02243	CDS	915				hypothetical protein
HFFIBJOL_02244	CDS	1170				hypothetical protein
HFFIBJOL_02245	CDS	2541				hypothetical protein
HFFIBJOL_02246	CDS	1134	yehL		COG0714	putative protein YehL
HFFIBJOL_02247	CDS	1347				hypothetical protein
HFFIBJOL_02248	CDS	1746				hypothetical protein
HFFIBJOL_02249	CDS	411	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
HFFIBJOL_02250	CDS	903				hypothetical protein
HFFIBJOL_02251	CDS	1716				hypothetical protein
HFFIBJOL_02252	CDS	2478	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
HFFIBJOL_02253	CDS	1185				hypothetical protein
HFFIBJOL_02254	CDS	354				hypothetical protein
HFFIBJOL_02255	CDS	762				hypothetical protein
HFFIBJOL_02256	CDS	849				hypothetical protein
HFFIBJOL_02257	CDS	759	cpnA_1	1.1.1.163		Cyclopentanol dehydrogenase
HFFIBJOL_02258	CDS	816	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
HFFIBJOL_02259	CDS	1251				hypothetical protein
HFFIBJOL_02260	CDS	1317	dap_2	3.4.11.19		D-aminopeptidase
HFFIBJOL_02261	CDS	1011		1.3.1.103		2-haloacrylate reductase
HFFIBJOL_02262	CDS	609				hypothetical protein
HFFIBJOL_02263	CDS	807	tipA_2			HTH-type transcriptional activator TipA
HFFIBJOL_02264	CDS	303				hypothetical protein
HFFIBJOL_02265	CDS	453				hypothetical protein
HFFIBJOL_02266	CDS	432				hypothetical protein
HFFIBJOL_02267	CDS	822				hypothetical protein
HFFIBJOL_02268	CDS	816				hypothetical protein
HFFIBJOL_02269	CDS	336				hypothetical protein
HFFIBJOL_02270	CDS	579	comR_3			HTH-type transcriptional repressor ComR
HFFIBJOL_02271	CDS	1263	sotB			sugar efflux transporter
HFFIBJOL_02272	CDS	816	nreC_3		COG2197	Oxygen regulatory protein NreC
HFFIBJOL_02273	CDS	1314				hypothetical protein
HFFIBJOL_02274	CDS	771				hypothetical protein
HFFIBJOL_02275	CDS	1842	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
HFFIBJOL_02276	CDS	1173				hypothetical protein
HFFIBJOL_02277	CDS	996				hypothetical protein
HFFIBJOL_02278	CDS	1512				hypothetical protein
HFFIBJOL_02279	CDS	219				hypothetical protein
HFFIBJOL_02280	CDS	543				hypothetical protein
HFFIBJOL_02281	CDS	1254				hypothetical protein
HFFIBJOL_02282	CDS	795	novR	4.1.-.-		Decarboxylase NovR
HFFIBJOL_02283	CDS	357				hypothetical protein
HFFIBJOL_02284	CDS	900	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HFFIBJOL_02285	CDS	588				hypothetical protein
HFFIBJOL_02286	CDS	540				hypothetical protein
HFFIBJOL_02287	CDS	1587	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HFFIBJOL_02288	CDS	360				hypothetical protein
HFFIBJOL_02289	CDS	1014				hypothetical protein
HFFIBJOL_02290	CDS	1821	choD	1.1.3.6	COG2303	Cholesterol oxidase
HFFIBJOL_02291	CDS	1656	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
HFFIBJOL_02292	CDS	1473	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
HFFIBJOL_02293	CDS	1104				hypothetical protein
HFFIBJOL_02294	CDS	1137				hypothetical protein
HFFIBJOL_02295	CDS	654	degU_3		COG2197	Transcriptional regulatory protein DegU
HFFIBJOL_02296	CDS	1245				hypothetical protein
HFFIBJOL_02297	CDS	411	rsbV_1		COG1366	Anti-sigma-B factor antagonist
HFFIBJOL_02298	CDS	576	sigK_1		COG1595	ECF RNA polymerase sigma factor SigK
HFFIBJOL_02299	CDS	1401				hypothetical protein
HFFIBJOL_02300	CDS	873	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
HFFIBJOL_02301	CDS	450				hypothetical protein
HFFIBJOL_02302	CDS	1335				hypothetical protein
HFFIBJOL_02303	CDS	1824				hypothetical protein
HFFIBJOL_02304	CDS	1392				hypothetical protein
HFFIBJOL_02305	CDS	672				hypothetical protein
HFFIBJOL_02306	CDS	858	btuD_13	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFFIBJOL_02307	CDS	1668				hypothetical protein
HFFIBJOL_02308	CDS	486				hypothetical protein
HFFIBJOL_02309	CDS	969				hypothetical protein
HFFIBJOL_02310	CDS	873		3.1.1.10		Tropinesterase
HFFIBJOL_02311	CDS	693	ideR		COG1321	Iron-dependent repressor IdeR
HFFIBJOL_02312	CDS	759				hypothetical protein
HFFIBJOL_02313	CDS	1386				hypothetical protein
HFFIBJOL_02314	CDS	696	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
HFFIBJOL_02315	CDS	1098	citA_3	2.3.3.16	COG0372	Putative citrate synthase 2
HFFIBJOL_02316	CDS	423				hypothetical protein
HFFIBJOL_02317	CDS	999				hypothetical protein
HFFIBJOL_02318	CDS	627	cymR			HTH-type transcriptional regulator CymR
HFFIBJOL_02319	CDS	792	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
HFFIBJOL_02320	CDS	1593	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
HFFIBJOL_02321	CDS	1170		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
HFFIBJOL_02322	CDS	1899	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
HFFIBJOL_02323	CDS	1599	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
HFFIBJOL_02324	CDS	1713				hypothetical protein
HFFIBJOL_02325	CDS	798				putative protein
HFFIBJOL_02326	CDS	522				hypothetical protein
HFFIBJOL_02327	CDS	891				hypothetical protein
HFFIBJOL_02328	CDS	1005	drrA_4	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
HFFIBJOL_02329	CDS	792	drrB_3			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
HFFIBJOL_02330	CDS	1245		1.14.15.11	COG2124	Pentalenic acid synthase
HFFIBJOL_02331	CDS	234	subB_1			Ferredoxin-2
HFFIBJOL_02332	CDS	1005	rhtA_2		COG5006	Threonine/homoserine exporter RhtA
HFFIBJOL_02333	CDS	900	hcaR_1			Hca operon transcriptional activator HcaR
HFFIBJOL_02334	CDS	2871			COG0247	putative protein
HFFIBJOL_02335	CDS	1359	mcrA	1.5.3.-		Mitomycin radical oxidase
HFFIBJOL_02336	CDS	1080				hypothetical protein
HFFIBJOL_02337	CDS	1119	serC_1	2.6.1.52	COG1932	Phosphoserine aminotransferase
HFFIBJOL_02338	CDS	825	drrB_4			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
HFFIBJOL_02339	CDS	1014	drrA_5	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
HFFIBJOL_02340	CDS	768				hypothetical protein
HFFIBJOL_02341	CDS	1002				hypothetical protein
HFFIBJOL_02342	CDS	690				hypothetical protein
HFFIBJOL_02343	CDS	165	tas_1		COG0667	Protein tas
HFFIBJOL_02344	CDS	990	yajO_4	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HFFIBJOL_02345	CDS	582				hypothetical protein
HFFIBJOL_02346	CDS	405	tas_2		COG0667	Protein tas
HFFIBJOL_02347	CDS	567	thpR_3	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
HFFIBJOL_02348	CDS	1407	entS_3			Enterobactin exporter EntS
HFFIBJOL_02349	CDS	450			COG1846	putative HTH-type transcriptional regulator
HFFIBJOL_02350	CDS	189				hypothetical protein
HFFIBJOL_02351	CDS	1470	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
HFFIBJOL_02352	CDS	282				hypothetical protein
HFFIBJOL_02353	CDS	2394	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
HFFIBJOL_02354	CDS	309				hypothetical protein
HFFIBJOL_02355	CDS	3279				hypothetical protein
HFFIBJOL_02356	CDS	924				putative protein
HFFIBJOL_02357	CDS	1500			COG0477	putative protein
HFFIBJOL_02358	CDS	513				hypothetical protein
HFFIBJOL_02359	CDS	756	mqnB	3.2.2.26	COG0775	Futalosine hydrolase
HFFIBJOL_02360	CDS	852	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
HFFIBJOL_02361	CDS	384				hypothetical protein
HFFIBJOL_02362	CDS	204				hypothetical protein
HFFIBJOL_02363	CDS	675	gph_5	3.1.3.18		Phosphoglycolate phosphatase
HFFIBJOL_02364	CDS	1020	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
HFFIBJOL_02365	CDS	1089	yfhA		COG0609	putative siderophore transport system permease protein YfhA
HFFIBJOL_02366	CDS	876	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
HFFIBJOL_02367	CDS	1065				hypothetical protein
HFFIBJOL_02368	CDS	1290				hypothetical protein
HFFIBJOL_02369	tRNA	95				tRNA-Gly(tcc)
HFFIBJOL_02370	CDS	630				hypothetical protein
HFFIBJOL_02371	CDS	1644				hypothetical protein
HFFIBJOL_02372	CDS	1338		2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase
HFFIBJOL_02373	CDS	204				hypothetical protein
HFFIBJOL_02374	CDS	2058				hypothetical protein
HFFIBJOL_02375	CDS	705	cutC		COG3142	Copper homeostasis protein CutC
HFFIBJOL_02376	CDS	801				hypothetical protein
HFFIBJOL_02377	CDS	810			COG3336	putative protein
