locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_02858	CDS	1038	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
FGFFFLIJ_02859	CDS	552				hypothetical protein
FGFFFLIJ_02860	CDS	573				hypothetical protein
FGFFFLIJ_02861	CDS	456				hypothetical protein
FGFFFLIJ_02862	CDS	189				hypothetical protein
FGFFFLIJ_02863	CDS	318				hypothetical protein
FGFFFLIJ_02864	CDS	450				hypothetical protein
FGFFFLIJ_02865	CDS	1248	ydhP_1		COG2814	Inner membrane transport protein YdhP
FGFFFLIJ_02866	CDS	582	comR_3			HTH-type transcriptional repressor ComR
FGFFFLIJ_02867	CDS	630	pal			Peptidoglycan-associated lipoprotein
FGFFFLIJ_02868	CDS	576				hypothetical protein
FGFFFLIJ_02869	CDS	657				hypothetical protein
FGFFFLIJ_02870	CDS	207				hypothetical protein
FGFFFLIJ_02871	CDS	903				hypothetical protein
FGFFFLIJ_02872	CDS	945				hypothetical protein
FGFFFLIJ_02873	CDS	1338				hypothetical protein
FGFFFLIJ_02874	CDS	426				hypothetical protein
FGFFFLIJ_02875	CDS	387				hypothetical protein
FGFFFLIJ_02876	CDS	1347				Iron-sulfur cluster carrier protein
FGFFFLIJ_02877	CDS	723				hypothetical protein
FGFFFLIJ_02878	CDS	1017				hypothetical protein
FGFFFLIJ_02879	CDS	1089				hypothetical protein
FGFFFLIJ_02880	CDS	912				hypothetical protein
FGFFFLIJ_02881	CDS	1359	scpD	3.4.17.18	COG2866	Zinc carboxypeptidase
FGFFFLIJ_02882	CDS	528				hypothetical protein
FGFFFLIJ_02883	CDS	651				hypothetical protein
FGFFFLIJ_02884	CDS	567				hypothetical protein
FGFFFLIJ_02885	CDS	756				hypothetical protein
FGFFFLIJ_02886	CDS	420				hypothetical protein
FGFFFLIJ_02887	CDS	1491	ygbN		COG2610	Inner membrane permease YgbN
FGFFFLIJ_02888	CDS	411	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
FGFFFLIJ_02889	CDS	759	xynR_1		COG1414	HTH-type transcriptional regulator XynR
FGFFFLIJ_02890	CDS	1200	iolC_1	2.7.1.92		5-dehydro-2-deoxygluconokinase
FGFFFLIJ_02891	CDS	1341		4.1.2.42		D-threonine aldolase
FGFFFLIJ_02892	CDS	1617	dag_1	3.5.1.82		N-acyl-D-glutamate deacylase
FGFFFLIJ_02893	CDS	1893				hypothetical protein
FGFFFLIJ_02894	CDS	1212	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
FGFFFLIJ_02895	CDS	417				hypothetical protein
FGFFFLIJ_02896	CDS	1824	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
FGFFFLIJ_02897	CDS	738				hypothetical protein
FGFFFLIJ_02898	CDS	276				hypothetical protein
FGFFFLIJ_02899	CDS	633	fadR_2			Fatty acid metabolism regulator protein
FGFFFLIJ_02900	CDS	471				hypothetical protein
FGFFFLIJ_02901	CDS	1026	yfmJ_2	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
FGFFFLIJ_02902	CDS	2037				hypothetical protein
FGFFFLIJ_02903	CDS	567				hypothetical protein
FGFFFLIJ_02904	CDS	3285				hypothetical protein
FGFFFLIJ_02905	CDS	273				hypothetical protein
FGFFFLIJ_02906	CDS	873	mca_1	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
FGFFFLIJ_02907	CDS	411				hypothetical protein
FGFFFLIJ_02908	CDS	498	greA		COG0782	Transcription elongation factor GreA
FGFFFLIJ_02909	CDS	861	drrB_2			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
FGFFFLIJ_02910	CDS	1059	drrA_3	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
FGFFFLIJ_02911	CDS	1218	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
FGFFFLIJ_02912	CDS	501				hypothetical protein
FGFFFLIJ_02913	CDS	588				hypothetical protein
FGFFFLIJ_02914	CDS	252				hypothetical protein
FGFFFLIJ_02915	CDS	1161	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
FGFFFLIJ_02916	CDS	1107				hypothetical protein
FGFFFLIJ_02917	CDS	669	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
FGFFFLIJ_02918	CDS	306				hypothetical protein
FGFFFLIJ_02919	CDS	726				hypothetical protein
FGFFFLIJ_02920	CDS	1455	yfeW_1	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
FGFFFLIJ_02921	CDS	417				hypothetical protein
FGFFFLIJ_02922	CDS	435				hypothetical protein
FGFFFLIJ_02923	CDS	1323	dap_2	3.4.11.19		D-aminopeptidase
FGFFFLIJ_02924	CDS	1272				hypothetical protein
FGFFFLIJ_02925	CDS	1245	ldtB_4	2.3.2.-	COG1376	L,D-transpeptidase 2
FGFFFLIJ_02926	CDS	399				hypothetical protein
FGFFFLIJ_02927	CDS	330				hypothetical protein
FGFFFLIJ_02928	CDS	1545	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
FGFFFLIJ_02929	CDS	1143				hypothetical protein
FGFFFLIJ_02930	CDS	795	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
FGFFFLIJ_02931	CDS	1263				hypothetical protein
FGFFFLIJ_02932	CDS	891	birA	6.3.4.15		Bifunctional ligase/repressor BirA
FGFFFLIJ_02933	CDS	1590	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
FGFFFLIJ_02934	CDS	216				hypothetical protein
FGFFFLIJ_02935	CDS	132				hypothetical protein
FGFFFLIJ_02936	CDS	1470	pbpA_2		COG0768	Penicillin-binding protein A
FGFFFLIJ_02937	CDS	630		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
FGFFFLIJ_02938	CDS	2850				hypothetical protein
FGFFFLIJ_02939	CDS	741				hypothetical protein
FGFFFLIJ_02940	CDS	288				hypothetical protein
FGFFFLIJ_02941	CDS	210				hypothetical protein
FGFFFLIJ_02942	CDS	732	xynR_2		COG1414	HTH-type transcriptional regulator XynR
FGFFFLIJ_02943	CDS	837	ycbX_1		COG0633	putative protein YcbX
FGFFFLIJ_02944	CDS	450				hypothetical protein
FGFFFLIJ_02945	CDS	1770	carB_2			Carbamoyl-phosphate synthase large chain
FGFFFLIJ_02946	CDS	849	azoB_1	1.7.-.-		NAD(P)H azoreductase
FGFFFLIJ_02947	CDS	1182				hypothetical protein
FGFFFLIJ_02948	CDS	594				hypothetical protein
FGFFFLIJ_02949	CDS	945	ulaR			HTH-type transcriptional regulator UlaR
FGFFFLIJ_02950	CDS	1515	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
FGFFFLIJ_02951	CDS	438				hypothetical protein
FGFFFLIJ_02952	CDS	822	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
FGFFFLIJ_02953	CDS	1674		5.4.2.8	COG1109	putative phosphomannomutase
FGFFFLIJ_02954	CDS	1233				hypothetical protein
FGFFFLIJ_02955	CDS	630				hypothetical protein
FGFFFLIJ_02956	CDS	651				hypothetical protein
FGFFFLIJ_02957	CDS	1104				hypothetical protein
FGFFFLIJ_02958	CDS	972				hypothetical protein
FGFFFLIJ_02959	CDS	996	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
FGFFFLIJ_02960	CDS	1431	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
FGFFFLIJ_02961	CDS	867	tgnC	1.2.1.-	COG1012	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase
FGFFFLIJ_02962	CDS	399				hypothetical protein
FGFFFLIJ_02963	CDS	666				hypothetical protein
FGFFFLIJ_02964	CDS	798				hypothetical protein
FGFFFLIJ_02965	CDS	687	afsQ1_2			Transcriptional regulatory protein AfsQ1
FGFFFLIJ_02966	CDS	1965	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
FGFFFLIJ_02967	CDS	666				hypothetical protein
FGFFFLIJ_02968	CDS	621				hypothetical protein
FGFFFLIJ_02969	CDS	207				hypothetical protein
FGFFFLIJ_02970	CDS	282				hypothetical protein
FGFFFLIJ_02971	CDS	1197	add_1	3.5.4.4	COG1816	Adenosine deaminase
FGFFFLIJ_02972	CDS	768				hypothetical protein
FGFFFLIJ_02973	CDS	411				hypothetical protein
FGFFFLIJ_02974	CDS	948	gltC_3			HTH-type transcriptional regulator GltC
FGFFFLIJ_02975	CDS	1356	ynfM			Inner membrane transport protein YnfM
FGFFFLIJ_02976	CDS	594				hypothetical protein
FGFFFLIJ_02977	CDS	342				hypothetical protein
FGFFFLIJ_02978	CDS	225				hypothetical protein
FGFFFLIJ_02979	CDS	1278	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
FGFFFLIJ_02980	CDS	426	cdd	3.5.4.5	COG0295	Cytidine deaminase
FGFFFLIJ_02981	CDS	1284				hypothetical protein
FGFFFLIJ_02982	CDS	1125				hypothetical protein
FGFFFLIJ_02983	CDS	1509	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FGFFFLIJ_02984	CDS	981				hypothetical protein
FGFFFLIJ_02985	CDS	1224	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
FGFFFLIJ_02986	CDS	1383				hypothetical protein
FGFFFLIJ_02987	CDS	933	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
FGFFFLIJ_02988	CDS	1215	kdsB	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
FGFFFLIJ_02989	CDS	1326				hypothetical protein
FGFFFLIJ_02990	CDS	978				hypothetical protein
FGFFFLIJ_02991	CDS	1374				hypothetical protein
FGFFFLIJ_02992	CDS	1197				hypothetical protein
FGFFFLIJ_02993	CDS	663				hypothetical protein
FGFFFLIJ_02994	CDS	1524	tetX_2	1.14.13.231	COG0654	Flavin-dependent monooxygenase
FGFFFLIJ_02995	CDS	378				hypothetical protein
FGFFFLIJ_02996	CDS	1320	fsr			Fosmidomycin resistance protein
FGFFFLIJ_02997	CDS	840	nimR_3			HTH-type transcriptional regulator NimR
FGFFFLIJ_02998	CDS	1398	gntT		COG2610	High-affinity gluconate transporter
FGFFFLIJ_02999	CDS	528	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
FGFFFLIJ_03000	CDS	708				hypothetical protein
FGFFFLIJ_03001	CDS	381				hypothetical protein
FGFFFLIJ_03002	CDS	678				hypothetical protein
FGFFFLIJ_03003	CDS	387				hypothetical protein
FGFFFLIJ_03004	CDS	435				hypothetical protein
FGFFFLIJ_03005	CDS	1677	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
FGFFFLIJ_03006	CDS	486				hypothetical protein
FGFFFLIJ_03007	CDS	210				hypothetical protein
FGFFFLIJ_03008	CDS	900				hypothetical protein
FGFFFLIJ_03009	CDS	1095				hypothetical protein
FGFFFLIJ_03010	CDS	744				hypothetical protein
FGFFFLIJ_03011	CDS	1626				hypothetical protein
FGFFFLIJ_03012	CDS	603				hypothetical protein
FGFFFLIJ_03013	CDS	381	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
FGFFFLIJ_03014	CDS	471				hypothetical protein
FGFFFLIJ_03015	CDS	1755	sdhA_2	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
FGFFFLIJ_03016	CDS	774	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
FGFFFLIJ_03017	CDS	873				hypothetical protein
FGFFFLIJ_03018	CDS	462				hypothetical protein
FGFFFLIJ_03019	CDS	867	rutD_4	3.5.1.-		Putative aminoacrylate hydrolase RutD
FGFFFLIJ_03020	CDS	858				hypothetical protein
FGFFFLIJ_03021	CDS	504				hypothetical protein
FGFFFLIJ_03022	CDS	1179				hypothetical protein
FGFFFLIJ_03023	CDS	1503				hypothetical protein
FGFFFLIJ_03024	CDS	312				hypothetical protein
FGFFFLIJ_03025	CDS	258				hypothetical protein
FGFFFLIJ_03026	CDS	1371				hypothetical protein
FGFFFLIJ_03027	CDS	990	yhjD		COG1295	Inner membrane protein YhjD
FGFFFLIJ_03028	CDS	978		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
FGFFFLIJ_03029	CDS	555				hypothetical protein
FGFFFLIJ_03030	CDS	1371	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
FGFFFLIJ_03031	CDS	756	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
FGFFFLIJ_03032	CDS	582	thpR_2	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
FGFFFLIJ_03033	CDS	1023	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FGFFFLIJ_03034	CDS	1365	ncsB3_1	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
FGFFFLIJ_03035	CDS	1278	glyA_2	2.1.2.1		Serine hydroxymethyltransferase
FGFFFLIJ_03036	CDS	1215	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
FGFFFLIJ_03037	CDS	1194	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
FGFFFLIJ_03038	CDS	390				hypothetical protein
FGFFFLIJ_03039	CDS	906				hypothetical protein
FGFFFLIJ_03040	CDS	1428	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
FGFFFLIJ_03041	CDS	477				hypothetical protein
FGFFFLIJ_03042	CDS	465				hypothetical protein
FGFFFLIJ_03043	CDS	786			COG2513	putative protein
FGFFFLIJ_03044	CDS	744				hypothetical protein
FGFFFLIJ_03045	CDS	642				hypothetical protein
FGFFFLIJ_03046	CDS	801				hypothetical protein
FGFFFLIJ_03047	CDS	477				hypothetical protein
FGFFFLIJ_03048	CDS	1440	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
FGFFFLIJ_03049	CDS	252				hypothetical protein
FGFFFLIJ_03050	CDS	294				hypothetical protein
FGFFFLIJ_03051	CDS	201				hypothetical protein
FGFFFLIJ_03052	CDS	1170				hypothetical protein
FGFFFLIJ_03053	CDS	687	liaR_5		COG2197	Transcriptional regulatory protein LiaR
FGFFFLIJ_03054	CDS	486				hypothetical protein
FGFFFLIJ_03055	CDS	537				hypothetical protein
FGFFFLIJ_03056	CDS	1662				hypothetical protein
FGFFFLIJ_03057	CDS	987				hypothetical protein
FGFFFLIJ_03058	CDS	1992				hypothetical protein
FGFFFLIJ_03059	CDS	261				hypothetical protein
FGFFFLIJ_03060	CDS	1122	opuAA_1	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
FGFFFLIJ_03061	CDS	1545	codA	1.1.3.17		Choline oxidase
FGFFFLIJ_03062	CDS	1509	gbsA_2	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
FGFFFLIJ_03063	CDS	231				hypothetical protein
FGFFFLIJ_03064	CDS	1041			COG3039	IS5 family transposase IS4811
FGFFFLIJ_03065	CDS	501				hypothetical protein
FGFFFLIJ_03066	CDS	543				hypothetical protein
FGFFFLIJ_03067	CDS	246				hypothetical protein
FGFFFLIJ_03068	CDS	510				hypothetical protein
FGFFFLIJ_03069	CDS	954				hypothetical protein
FGFFFLIJ_03070	CDS	378				hypothetical protein
FGFFFLIJ_03071	CDS	1905				hypothetical protein
FGFFFLIJ_03072	CDS	990	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
FGFFFLIJ_03073	CDS	1422				hypothetical protein
FGFFFLIJ_03074	CDS	882				hypothetical protein
FGFFFLIJ_03075	CDS	768				hypothetical protein
FGFFFLIJ_03076	CDS	411				hypothetical protein
FGFFFLIJ_03077	CDS	1221	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
FGFFFLIJ_03078	CDS	429				hypothetical protein
FGFFFLIJ_03079	CDS	855	folD		COG0190	Bifunctional protein FolD protein
FGFFFLIJ_03080	CDS	789				hypothetical protein
FGFFFLIJ_03081	CDS	570				hypothetical protein
FGFFFLIJ_03082	CDS	1584	purH		COG0138	Bifunctional purine biosynthesis protein PurH
FGFFFLIJ_03083	CDS	783	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
FGFFFLIJ_03084	CDS	1050				hypothetical protein
FGFFFLIJ_03085	CDS	1956				hypothetical protein
FGFFFLIJ_03086	CDS	984				hypothetical protein
FGFFFLIJ_03087	CDS	885	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FGFFFLIJ_03088	CDS	1182	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
FGFFFLIJ_03089	CDS	807				hypothetical protein
FGFFFLIJ_03090	CDS	915				hypothetical protein
FGFFFLIJ_03091	CDS	1170				hypothetical protein
FGFFFLIJ_03092	CDS	2541				hypothetical protein
FGFFFLIJ_03093	CDS	1134	yehL		COG0714	putative protein YehL
FGFFFLIJ_03094	CDS	1347				hypothetical protein
FGFFFLIJ_03095	CDS	1746				hypothetical protein
FGFFFLIJ_03096	CDS	411	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
FGFFFLIJ_03097	CDS	903				hypothetical protein
FGFFFLIJ_03098	CDS	1716				hypothetical protein
FGFFFLIJ_03099	CDS	2478	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
FGFFFLIJ_03100	CDS	1185				hypothetical protein
FGFFFLIJ_03101	CDS	354				hypothetical protein
FGFFFLIJ_03102	CDS	762				hypothetical protein
FGFFFLIJ_03103	CDS	849				hypothetical protein
FGFFFLIJ_03104	CDS	759	cpnA_1	1.1.1.163		Cyclopentanol dehydrogenase
FGFFFLIJ_03105	CDS	816	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FGFFFLIJ_03106	CDS	1251				hypothetical protein
FGFFFLIJ_03107	CDS	1317	dap_3	3.4.11.19		D-aminopeptidase
FGFFFLIJ_03108	CDS	1011		1.3.1.103		2-haloacrylate reductase
FGFFFLIJ_03109	CDS	609				hypothetical protein
FGFFFLIJ_03110	CDS	807	tipA_2			HTH-type transcriptional activator TipA
FGFFFLIJ_03111	CDS	303				hypothetical protein
FGFFFLIJ_03112	CDS	453				hypothetical protein
FGFFFLIJ_03113	CDS	432				hypothetical protein
FGFFFLIJ_03114	CDS	822				hypothetical protein
FGFFFLIJ_03115	CDS	816				hypothetical protein
FGFFFLIJ_03116	CDS	336				hypothetical protein
FGFFFLIJ_03117	CDS	579	comR_4			HTH-type transcriptional repressor ComR
FGFFFLIJ_03118	CDS	1263	sotB			sugar efflux transporter
FGFFFLIJ_03119	CDS	816	nreC_2		COG2197	Oxygen regulatory protein NreC
FGFFFLIJ_03120	CDS	1314				hypothetical protein
FGFFFLIJ_03121	CDS	771				hypothetical protein
FGFFFLIJ_03122	CDS	1842	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
FGFFFLIJ_03123	CDS	1173				hypothetical protein
FGFFFLIJ_03124	CDS	996				hypothetical protein
FGFFFLIJ_03125	CDS	1512				hypothetical protein
FGFFFLIJ_03126	CDS	219				hypothetical protein
FGFFFLIJ_03127	CDS	543				hypothetical protein
FGFFFLIJ_03128	CDS	1254				hypothetical protein
FGFFFLIJ_03129	CDS	795	novR	4.1.-.-		Decarboxylase NovR
FGFFFLIJ_03130	CDS	357				hypothetical protein
FGFFFLIJ_03131	CDS	900	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FGFFFLIJ_03132	CDS	588				hypothetical protein
FGFFFLIJ_03133	CDS	540				hypothetical protein
FGFFFLIJ_03134	CDS	1587	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
FGFFFLIJ_03135	CDS	360				hypothetical protein
FGFFFLIJ_03136	CDS	1014				hypothetical protein
FGFFFLIJ_03137	CDS	1821	choD	1.1.3.6	COG2303	Cholesterol oxidase
FGFFFLIJ_03138	CDS	1656	gabD2	1.2.1.79	COG1012	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2
FGFFFLIJ_03139	CDS	1473	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
FGFFFLIJ_03140	CDS	1104				hypothetical protein
FGFFFLIJ_03141	CDS	1137				hypothetical protein
FGFFFLIJ_03142	CDS	654	degU_4		COG2197	Transcriptional regulatory protein DegU
FGFFFLIJ_03143	CDS	1245				hypothetical protein
FGFFFLIJ_03144	CDS	411	rsbV_1		COG1366	Anti-sigma-B factor antagonist
FGFFFLIJ_03145	CDS	576	sigK_1		COG1595	ECF RNA polymerase sigma factor SigK
FGFFFLIJ_03146	CDS	1401				hypothetical protein
FGFFFLIJ_03147	CDS	873	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FGFFFLIJ_03148	CDS	450				hypothetical protein
FGFFFLIJ_03149	CDS	1335				hypothetical protein
FGFFFLIJ_03150	CDS	1824				hypothetical protein
FGFFFLIJ_03151	CDS	1392				hypothetical protein
FGFFFLIJ_03152	CDS	672				hypothetical protein
FGFFFLIJ_03153	CDS	858	btuD_15	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGFFFLIJ_03154	CDS	1668				hypothetical protein
FGFFFLIJ_03155	CDS	486				hypothetical protein
FGFFFLIJ_03156	CDS	969				hypothetical protein
FGFFFLIJ_03157	CDS	873		3.1.1.10		Tropinesterase
FGFFFLIJ_03158	CDS	693	ideR		COG1321	Iron-dependent repressor IdeR
FGFFFLIJ_03159	CDS	759				hypothetical protein
FGFFFLIJ_03160	CDS	1386				hypothetical protein
FGFFFLIJ_03161	CDS	696	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
FGFFFLIJ_03162	CDS	1098	citA_3	2.3.3.16	COG0372	Putative citrate synthase 2
FGFFFLIJ_03163	CDS	423				hypothetical protein
FGFFFLIJ_03164	CDS	999				hypothetical protein
FGFFFLIJ_03165	CDS	627	cymR			HTH-type transcriptional regulator CymR
FGFFFLIJ_03166	CDS	792	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
FGFFFLIJ_03167	CDS	1593	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FGFFFLIJ_03168	CDS	1170		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
FGFFFLIJ_03169	CDS	1899	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
FGFFFLIJ_03170	CDS	1599	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FGFFFLIJ_03171	CDS	1713				hypothetical protein
FGFFFLIJ_03172	CDS	798				putative protein
FGFFFLIJ_03173	CDS	522				hypothetical protein
FGFFFLIJ_03174	CDS	891				hypothetical protein
FGFFFLIJ_03175	CDS	1005	drrA_4	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
FGFFFLIJ_03176	CDS	792	drrB_3			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
FGFFFLIJ_03177	CDS	1245		1.14.15.11	COG2124	Pentalenic acid synthase
FGFFFLIJ_03178	CDS	234	subB_3			Ferredoxin-2
FGFFFLIJ_03179	CDS	1005	rhtA_1		COG5006	Threonine/homoserine exporter RhtA
FGFFFLIJ_03180	CDS	900	hcaR_4			Hca operon transcriptional activator HcaR
FGFFFLIJ_03181	CDS	2871			COG0247	putative protein
FGFFFLIJ_03182	CDS	1359	mcrA	1.5.3.-		Mitomycin radical oxidase
FGFFFLIJ_03183	CDS	1080				hypothetical protein
FGFFFLIJ_03184	CDS	1119	serC_2	2.6.1.52	COG1932	Phosphoserine aminotransferase
FGFFFLIJ_03185	CDS	825	drrB_4			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
FGFFFLIJ_03186	CDS	1014	drrA_5	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
FGFFFLIJ_03187	CDS	768				hypothetical protein
FGFFFLIJ_03188	CDS	1002				hypothetical protein
FGFFFLIJ_03189	CDS	690				hypothetical protein
FGFFFLIJ_03190	CDS	165	tas_1		COG0667	Protein tas
FGFFFLIJ_03191	CDS	990	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
FGFFFLIJ_03192	CDS	582				hypothetical protein
FGFFFLIJ_03193	CDS	405	tas_2		COG0667	Protein tas
FGFFFLIJ_03194	CDS	567	thpR_3	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
FGFFFLIJ_03195	CDS	1407	entS_5			Enterobactin exporter EntS
FGFFFLIJ_03196	CDS	450			COG1846	putative HTH-type transcriptional regulator
FGFFFLIJ_03197	CDS	189				hypothetical protein
FGFFFLIJ_03198	CDS	1470	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
FGFFFLIJ_03199	CDS	282				hypothetical protein
FGFFFLIJ_03200	CDS	2394	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
FGFFFLIJ_03201	CDS	309				hypothetical protein
FGFFFLIJ_03202	CDS	3279				hypothetical protein
FGFFFLIJ_03203	CDS	924				putative protein
FGFFFLIJ_03204	CDS	1500			COG0477	putative protein
FGFFFLIJ_03205	CDS	513				hypothetical protein
FGFFFLIJ_03206	CDS	756	mqnB	3.2.2.26	COG0775	Futalosine hydrolase
FGFFFLIJ_03207	CDS	852	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
FGFFFLIJ_03208	CDS	384				hypothetical protein
FGFFFLIJ_03209	CDS	204				hypothetical protein
FGFFFLIJ_03210	CDS	675	gph_8	3.1.3.18		Phosphoglycolate phosphatase
FGFFFLIJ_03211	CDS	1020	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
FGFFFLIJ_03212	CDS	1089	yfhA		COG0609	putative siderophore transport system permease protein YfhA
FGFFFLIJ_03213	CDS	876	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
FGFFFLIJ_03214	CDS	1065				hypothetical protein
FGFFFLIJ_03215	CDS	1290				hypothetical protein
FGFFFLIJ_03216	tRNA	95				tRNA-Gly(tcc)
FGFFFLIJ_03217	CDS	630				hypothetical protein
FGFFFLIJ_03218	CDS	1644				hypothetical protein
FGFFFLIJ_03219	CDS	1338		2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase
FGFFFLIJ_03220	CDS	204				hypothetical protein
FGFFFLIJ_03221	CDS	2058				hypothetical protein
FGFFFLIJ_03222	CDS	705	cutC		COG3142	Copper homeostasis protein CutC
FGFFFLIJ_03223	CDS	801				hypothetical protein
FGFFFLIJ_03224	CDS	810			COG3336	putative protein
FGFFFLIJ_03225	CDS	471				hypothetical protein
FGFFFLIJ_03226	CDS	1224	ydhP_2		COG2814	Inner membrane transport protein YdhP
FGFFFLIJ_03227	CDS	273				hypothetical protein
FGFFFLIJ_03228	CDS	363				hypothetical protein
FGFFFLIJ_03229	CDS	948	rpiR		COG1737	HTH-type transcriptional regulator RpiR
FGFFFLIJ_03230	CDS	960	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
FGFFFLIJ_03231	CDS	1587				PTS system EIIBC component
FGFFFLIJ_03232	CDS	1479	alsT		COG1115	Amino-acid carrier protein AlsT
FGFFFLIJ_03233	CDS	876		1.1.1.119	COG1028	Glucose 1-dehydrogenase
FGFFFLIJ_03234	CDS	1626	groL2			60 kDa chaperonin 2
FGFFFLIJ_03235	CDS	204	cspA		COG1278	putative cold shock protein A
FGFFFLIJ_03236	CDS	279	cysO_1		COG1977	Sulfur carrier protein CysO
